CustomerID,FirstName,LastName,State,SignupDate,OrderID,ProductID,Quantity,Price,TotalAmount,OrderDate,ProductName,ProductCategory,
CUST00031,Jane,,TX,2019-01-01,ORD00822,PROD01069,7,149.68,1047.76,2024-12-11,Contraption,Home Appliance,
CUST00031,Jane,,TX,2019-01-01,ORD01914,PROD01398,6,463.64,2781.84,2021-06-10,Gadget,Electronics,
CUST00033,,,CA,2021-05-10,ORD02104,PROD00274,9,226.35,2037.15,2020-03-03,Widget,Electronics,
CUST00034,,Brown,CA,2019-06-30,ORD00085,PROD00745,2,476.25,952.5,2019-02-13,Gadget,Home Appliance,
CUST00034,,Brown,CA,2019-06-30,ORD01186,PROD01469,10,475.07,4750.7,2024-06-07,Thingamajig,Electronics,
CUST00035,,,NY,2019-08-09,ORD02385,PROD00663,7,212.04,1484.28,2022-04-06,Gadget,Home Appliance,
CUST00037,Alice,Brown,AZ,2022-12-08,ORD00223,PROD01906,3,312.37,937.11,2024-12-27,Gadget,Tools,
CUST00043,Alice,,AZ,2019-07-27,ORD01187,PROD00514,1,290.86,290.86,2019-02-14,Thingamajig,Tools,
CUST00043,Alice,,AZ,2019-07-27,ORD01588,PROD01045,1,181.55,181.55,2020-04-10,Contraption,Electronics,
CUST00047,,Johnson,TX,2021-05-20,ORD02756,PROD00876,8,157.7,1261.6,2021-07-31,Widget,Electronics,
CUST00047,,Johnson,TX,2021-05-20,ORD00749,PROD00880,2,435.93,871.86,2019-08-19,Widget,Tools,
CUST00047,,Johnson,TX,2021-05-20,ORD02846,PROD01232,10,114.68,1146.8,2022-03-20,Thingamajig,Tools,
CUST00047,,Johnson,TX,2021-05-20,ORD00929,PROD01183,8,81.56,652.48,2021-07-15,Widget,Electronics,
CUST00053,John,Brown,NY,2018-10-18,ORD01201,PROD00783,7,93.5,654.5,2023-06-12,Gadget,Electronics,
CUST00054,Jane,,NY,2018-02-19,ORD02367,PROD01083,7,483.12,3381.84,2023-01-04,Thingamajig,Electronics,
CUST00056,Jane,Brown,CA,2022-09-20,ORD00632,PROD00592,8,459.79,3678.32,2023-03-17,Doohickey,Tools,
CUST00056,Jane,Brown,CA,2022-09-20,ORD00585,PROD00471,9,471.9,4247.1,2019-05-14,Thingamajig,Tools,
CUST00057,Bob,Johnson,AZ,2019-12-09,ORD01651,PROD01421,3,317.35,952.05,2024-02-04,Thingamajig,Home Appliance,
CUST00058,Bob,Johnson,CA,2018-10-26,ORD00311,PROD01802,5,393.98,1969.9,2021-04-15,Unknown Product,Home Appliance,
CUST00060,Bob,,IL,2018-09-05,ORD01718,PROD01096,5,311.14,1555.7,2024-06-17,Unknown Product,Electronics,
CUST00060,Bob,,IL,2018-09-05,ORD02694,PROD00214,9,464.38,4179.42,2022-09-07,Gadget,Tools,
CUST00061,,Jones,IL,2023-08-15,ORD01463,PROD01166,1,92.82,92.82,2024-03-29,Contraption,Electronics,
CUST00063,Dave,Williams,IL,2019-09-18,ORD01702,PROD01173,7,280.78,1965.46,2021-04-29,Unknown Product,Home Appliance,
CUST00064,John,Brown,TX,1900-01-01,ORD01907,PROD01400,2,154.84,309.68,2023-06-29,Doohickey,Electronics,
CUST00064,John,Brown,TX,1900-01-01,ORD01359,PROD00578,3,232.82,698.46,2022-09-16,Widget,Home Appliance,
CUST00065,Bob,Brown,TX,1900-01-01,ORD01961,PROD00028,5,34.4,172,2023-07-05,Gadget,Tools,
CUST00066,,Smith,TX,2019-09-29,ORD00292,PROD00549,7,50.96,356.72,2021-02-17,Doohickey,Home Appliance,
CUST00066,,Smith,TX,2019-09-29,ORD01749,PROD00980,9,415.89,3743.01,2023-04-21,Unknown Product,Electronics,
CUST00067,Bob,Smith,IL,2018-09-28,ORD00725,PROD01654,4,236.4,945.6,1900-01-01,Gadget,Tools,
CUST00069,,,AZ,2022-11-15,ORD02409,PROD00128,7,249.99,1749.93,2023-04-24,Gadget,Tools,
CUST00069,,,AZ,2022-11-15,ORD01028,PROD01728,8,427.51,3420.08,2023-11-21,Widget,Electronics,
CUST00070,,Johnson,NY,2018-08-14,ORD00404,PROD01804,8,487.74,3901.92,2023-12-12,Doohickey,Home Appliance,
CUST00070,,Johnson,NY,2018-08-14,ORD02394,PROD00126,5,223.02,1115.1,2019-06-28,Contraption,Home Appliance,
CUST00070,,Johnson,NY,2018-08-14,ORD00652,PROD01127,5,52.83,264.15,2020-03-15,Gadget,Electronics,
CUST00071,,,CA,2019-12-21,ORD02562,PROD01565,2,350.16,700.32,2020-08-21,Unknown Product,Tools,
CUST00071,,,CA,2019-12-21,ORD02279,PROD00616,1,392.12,392.12,2023-10-16,Unknown Product,Electronics,
CUST00073,Bob,,TX,2018-02-16,ORD01347,PROD01340,6,285.86,1715.16,2022-03-30,Thingamajig,Electronics,
CUST00073,Bob,,TX,2018-02-16,ORD00254,PROD00880,10,435.93,4359.3,2020-09-09,Widget,Tools,
CUST00073,Bob,,TX,2018-02-16,ORD01280,PROD01930,9,72.27,650.43,2021-01-23,Widget,Home Appliance,
CUST00074,Dave,Jones,NY,2021-11-21,ORD00364,PROD00972,2,97.23,194.46,2019-10-09,Widget,Tools,
CUST00077,Jane,,CA,2018-05-01,ORD02601,PROD01290,6,275.83,1654.98,2022-12-22,Widget,Tools,
CUST00079,,,TX,1900-01-01,ORD01552,PROD01939,10,429.67,4296.7,1900-01-01,Thingamajig,Tools,
CUST00080,Jane,,AZ,2018-11-12,ORD00686,PROD01520,4,392.92,1571.68,2022-12-09,Contraption,Home Appliance,
CUST00080,Jane,,AZ,2018-11-12,ORD02208,PROD01096,9,311.14,2800.26,2024-12-13,Unknown Product,Electronics,
CUST00080,Jane,,AZ,2018-11-12,ORD02623,PROD00443,7,46,322,2024-06-01,Widget,Tools,
CUST00083,Dave,Smith,NY,2019-02-26,ORD00670,PROD01583,5,418.24,2091.2,2021-11-25,Contraption,Tools,
CUST00084,Dave,Brown,NY,2019-04-18,ORD01072,PROD01699,3,155.37,466.11,2022-02-14,Thingamajig,Tools,
CUST00084,Dave,Brown,NY,2019-04-18,ORD00317,PROD00315,2,438.93,877.86,2023-06-30,Contraption,Tools,
CUST00087,Dave,Jones,CA,1900-01-01,ORD01390,PROD00098,9,18.54,166.86,2023-02-28,Contraption,Tools,
CUST00087,Dave,Jones,CA,1900-01-01,ORD01267,PROD01595,1,155.17,155.17,2022-12-06,Doohickey,Tools,
CUST00087,Dave,Jones,CA,1900-01-01,ORD00793,PROD01211,6,72.06,432.36,2021-09-30,Widget,Electronics,
CUST00090,Jane,Smith,CA,2022-09-14,ORD02885,PROD00236,10,229.66,2296.6,2019-01-01,Contraption,Electronics,
CUST00091,Carol,Brown,CA,2022-01-09,ORD02453,PROD00815,5,310.69,1553.45,1900-01-01,Gadget,Home Appliance,
CUST00091,Carol,Brown,CA,2022-01-09,ORD00013,PROD01541,8,166.64,1333.12,2022-06-13,Unknown Product,Electronics,
CUST00091,Carol,Brown,CA,2022-01-09,ORD02730,PROD01696,9,472.71,4254.39,2019-02-03,Widget,Tools,
CUST00093,,Williams,IL,2023-08-19,ORD00452,PROD00973,1,436.63,436.63,2022-11-21,Unknown Product,Electronics,
CUST00093,,Williams,IL,2023-08-19,ORD02379,PROD00927,7,19.1,133.7,2024-06-05,Doohickey,Tools,
CUST00093,,Williams,IL,2023-08-19,ORD02296,PROD00213,4,264.97,1059.88,2019-07-25,Thingamajig,Tools,
CUST00093,,Williams,IL,2023-08-19,ORD01686,PROD00344,1,381.49,381.49,2021-06-14,Doohickey,Tools,
CUST00093,,Williams,IL,2023-08-19,ORD01564,PROD00142,9,415.42,3738.78,2024-05-02,Contraption,Tools,
CUST00094,Bob,,TX,2020-01-05,ORD01408,PROD00006,10,107.7,1077,2021-11-13,Contraption,Tools,
CUST00095,Bob,Smith,TX,2018-07-08,ORD01103,PROD01218,6,343.61,2061.66,2020-05-07,Gadget,Electronics,
CUST00098,John,Brown,CA,2023-02-14,ORD02302,PROD00061,9,222.09,1998.81,2020-05-07,Gadget,Tools,
CUST00099,Carol,Williams,TX,2021-09-04,ORD00931,PROD00258,7,319.21,2234.47,2024-08-27,Gadget,Tools,
CUST00099,Carol,Williams,TX,2021-09-04,ORD02116,PROD01365,1,144.21,144.21,2024-05-11,Gadget,Home Appliance,
CUST00101,John,,IL,2023-07-14,ORD02561,PROD00247,7,345.53,2418.71,2019-10-09,Widget,Tools,
CUST00102,John,Jones,IL,2020-10-01,ORD02612,PROD00979,6,51.82,310.92,2023-10-04,Contraption,Home Appliance,
CUST00104,John,Smith,AZ,2020-12-08,ORD02838,PROD00337,9,58.93,530.37,2020-05-23,Widget,Tools,
CUST00104,John,Smith,AZ,2020-12-08,ORD01508,PROD01972,10,166.64,1666.4,2024-07-31,Doohickey,Tools,
CUST00104,John,Smith,AZ,2020-12-08,ORD02030,PROD01733,1,196.72,196.72,2023-10-24,Unknown Product,Tools,
CUST00105,,Jones,TX,2018-02-09,ORD02431,PROD00381,5,232,1160,2021-07-25,Gadget,Home Appliance,
CUST00105,,Jones,TX,2018-02-09,ORD01900,PROD00196,4,413.23,1652.92,2021-04-20,Unknown Product,Tools,
CUST00105,,Jones,TX,2018-02-09,ORD02760,PROD00158,10,326.36,3263.6,1900-01-01,Unknown Product,Electronics,
CUST00105,,Jones,TX,2018-02-09,ORD00947,PROD00449,2,337.64,675.28,2022-01-03,Gadget,Electronics,
CUST00107,Alice,,TX,2021-06-13,ORD02700,PROD00645,10,59.76,597.6,2024-03-18,Contraption,Home Appliance,
CUST00107,Alice,,TX,2021-06-13,ORD00453,PROD01234,8,287.72,2301.76,2022-04-03,Gadget,Electronics,
CUST00107,Alice,,TX,2021-06-13,ORD01792,PROD01259,9,87.85,790.65,2021-03-21,Thingamajig,Home Appliance,
CUST00108,John,,TX,2020-09-02,ORD01237,PROD00374,8,498.11,3984.88,1900-01-01,Thingamajig,Electronics,
CUST00108,John,,TX,2020-09-02,ORD01190,PROD01906,6,312.37,1874.22,2019-03-18,Gadget,Tools,
CUST00109,,Brown,AZ,2018-09-03,ORD02508,PROD01419,1,39.84,39.84,2021-05-31,Widget,Home Appliance,
CUST00110,Alice,,IL,2019-01-17,ORD02427,PROD01493,9,173.84,1564.56,2023-12-09,Widget,Home Appliance,
CUST00110,Alice,,IL,2019-01-17,ORD00790,PROD00062,5,160.49,802.45,2023-02-17,Gadget,Tools,
CUST00111,John,Brown,TX,2023-10-30,ORD00930,PROD00289,1,27.59,27.59,2019-05-17,Gadget,Electronics,
CUST00111,John,Brown,TX,2023-10-30,ORD01291,PROD00831,7,283.11,1981.77,2021-09-05,Contraption,Tools,
CUST00112,Alice,Brown,IL,2022-03-06,ORD02713,PROD01819,8,234.03,1872.24,2020-12-04,Gadget,Tools,
CUST00115,Jane,Williams,CA,2022-06-04,ORD02932,PROD00002,8,286.31,2290.48,2021-11-23,Unknown Product,Electronics,
CUST00119,,,IL,2021-08-29,ORD01681,PROD00370,3,402.39,1207.17,2022-04-16,Contraption,Home Appliance,
CUST00119,,,IL,2021-08-29,ORD02166,PROD01633,3,416.07,1248.21,2020-03-27,Thingamajig,Electronics,
CUST00120,,Williams,AZ,2020-08-14,ORD01487,PROD01424,9,459.41,4134.69,2021-05-05,Gadget,Electronics,
CUST00120,,Williams,AZ,2020-08-14,ORD01191,PROD01109,1,349.06,349.06,2020-10-01,Unknown Product,Home Appliance,
CUST00121,John,,TX,2019-12-07,ORD02576,PROD00811,3,417.11,1251.33,2019-12-19,Thingamajig,Tools,
CUST00122,,Johnson,CA,2019-03-09,ORD00376,PROD00792,10,337.58,3375.8,2024-09-27,Widget,Electronics,
CUST00122,,Johnson,CA,2019-03-09,ORD01444,PROD00708,1,377.49,377.49,2019-03-30,Thingamajig,Home Appliance,
CUST00122,,Johnson,CA,2019-03-09,ORD00927,PROD00005,8,266.44,2131.52,2022-09-19,Gadget,Electronics,
CUST00122,,Johnson,CA,2019-03-09,ORD01828,PROD01233,8,358.45,2867.6,2022-01-01,Unknown Product,Home Appliance,
CUST00124,Alice,Smith,TX,2022-01-07,ORD02531,PROD01703,1,178.99,178.99,2020-04-14,Unknown Product,Home Appliance,
CUST00125,Bob,Williams,AZ,2023-03-13,ORD01836,PROD01284,3,255.27,765.81,2022-09-23,Gadget,Tools,
CUST00125,Bob,Williams,AZ,2023-03-13,ORD02736,PROD00129,2,91.38,182.76,2020-01-18,Gadget,Tools,
CUST00125,Bob,Williams,AZ,2023-03-13,ORD00057,PROD00768,9,452.97,4076.73,2024-02-17,Widget,Home Appliance,
CUST00128,Alice,Williams,CA,2018-06-15,ORD00811,PROD00178,7,126.25,883.75,2022-04-13,Widget,Home Appliance,
CUST00129,John,Brown,NY,2021-09-04,ORD02928,PROD00982,10,177.07,1770.7,2022-06-28,Thingamajig,Home Appliance,
CUST00130,Alice,Smith,IL,1900-01-01,ORD02349,PROD01332,1,273.7,273.7,2022-05-26,Thingamajig,Home Appliance,
CUST00131,Carol,Williams,IL,2021-12-28,ORD02602,PROD00890,10,29.36,293.6,2023-04-07,Doohickey,Electronics,
CUST00131,Carol,Williams,IL,2021-12-28,ORD00136,PROD00710,7,168.68,1180.76,2023-04-16,Doohickey,Electronics,
CUST00132,,Jones,AZ,2021-05-09,ORD02468,PROD00708,10,377.49,3774.9,2022-09-16,Thingamajig,Home Appliance,
CUST00133,Alice,Jones,AZ,2019-12-14,ORD00426,PROD01853,7,382.36,2676.52,2019-02-18,Contraption,Tools,
CUST00133,Alice,Jones,AZ,2019-12-14,ORD00096,PROD01951,7,452.31,3166.17,2020-10-29,Doohickey,Electronics,
CUST00135,,,NY,2020-10-20,ORD00928,PROD01730,5,216.23,1081.15,2019-09-01,Gadget,Electronics,
CUST00138,Alice,Johnson,IL,2020-06-29,ORD00181,PROD01865,10,425.55,4255.5,2024-07-08,Contraption,Electronics,
CUST00138,Alice,Johnson,IL,2020-06-29,ORD01754,PROD01236,4,450.66,1802.64,2021-01-18,Gadget,Electronics,
CUST00138,Alice,Johnson,IL,2020-06-29,ORD02053,PROD01340,9,285.86,2572.74,2024-12-29,Thingamajig,Electronics,
CUST00142,Bob,,TX,2020-03-20,ORD01173,PROD00830,10,296.96,2969.6,2019-05-11,Doohickey,Electronics,
CUST00143,,Johnson,NY,2019-06-12,ORD00825,PROD01701,9,298.7,2688.3,2024-02-24,Unknown Product,Home Appliance,
CUST00144,,Johnson,TX,2021-09-20,ORD01967,PROD01812,5,339.67,1698.35,2021-11-26,Gadget,Electronics,
CUST00146,Bob,Brown,IL,2019-11-20,ORD01778,PROD01346,2,382.5,765,2023-03-12,Widget,Tools,
CUST00149,,Smith,CA,2019-12-09,ORD00747,PROD01556,3,175.07,525.21,2023-12-23,Widget,Home Appliance,
CUST00149,,Smith,CA,2019-12-09,ORD01259,PROD00208,1,163.62,163.62,2023-02-24,Widget,Tools,
CUST00150,Carol,,NY,2020-02-06,ORD00156,PROD00925,8,204.81,1638.48,2023-06-24,Widget,Electronics,
CUST00152,Alice,Smith,TX,2020-03-10,ORD02622,PROD01974,9,442.35,3981.15,2023-05-07,Widget,Electronics,
CUST00153,Carol,Jones,CA,2022-08-15,ORD01131,PROD01485,4,476.71,1906.84,2024-02-18,Thingamajig,Electronics,
CUST00154,Bob,Smith,CA,2018-12-26,ORD01752,PROD01655,9,149.76,1347.84,2023-04-12,Contraption,Home Appliance,
CUST00154,Bob,Smith,CA,2018-12-26,ORD02255,PROD00243,9,115.11,1035.99,2021-06-28,Doohickey,Tools,
CUST00154,Bob,Smith,CA,2018-12-26,ORD01933,PROD00446,3,429.66,1288.98,2024-06-07,Gadget,Electronics,
CUST00155,Carol,,TX,2022-09-14,ORD02644,PROD01516,10,185.07,1850.7,2024-08-05,Doohickey,Electronics,
CUST00156,Alice,,AZ,2023-11-24,ORD01835,PROD01506,3,306.65,919.95,2023-04-21,Widget,Tools,
CUST00156,Alice,,AZ,2023-11-24,ORD01817,PROD01761,8,198.4,1587.2,2021-05-06,Thingamajig,Home Appliance,
CUST00157,,Williams,CA,2018-03-21,ORD00222,PROD00027,7,104.25,729.75,2019-09-13,Widget,Tools,
CUST00158,Dave,Jones,CA,2022-01-10,ORD00270,PROD00345,2,249.24,498.48,1900-01-01,Widget,Electronics,
CUST00158,Dave,Jones,CA,2022-01-10,ORD02506,PROD00308,9,253.24,2279.16,2023-12-09,Doohickey,Home Appliance,
CUST00159,Bob,,CA,2023-06-09,ORD00433,PROD00520,2,395.34,790.68,2023-10-14,Widget,Tools,
CUST00159,Bob,,CA,2023-06-09,ORD00108,PROD00870,3,294.27,882.81,2024-09-02,Unknown Product,Home Appliance,
CUST00160,Jane,Johnson,AZ,2023-08-20,ORD01171,PROD01085,10,49.76,497.6,2022-10-20,Contraption,Home Appliance,
CUST00161,Jane,Williams,NY,2020-01-07,ORD01017,PROD01542,2,75.17,150.34,2019-11-03,Doohickey,Electronics,
CUST00161,Jane,Williams,NY,2020-01-07,ORD02033,PROD00275,7,215.31,1507.17,2022-01-24,Doohickey,Electronics,
CUST00161,Jane,Williams,NY,2020-01-07,ORD00111,PROD01755,9,331.63,2984.67,2022-06-11,Thingamajig,Electronics,
CUST00164,John,Smith,IL,2023-04-17,ORD00571,PROD00101,6,377.44,2264.64,2022-11-13,Thingamajig,Tools,
CUST00165,Carol,Brown,IL,2020-08-11,ORD00977,PROD00010,10,314.61,3146.1,2022-08-09,Widget,Home Appliance,
CUST00165,Carol,Brown,IL,2020-08-11,ORD01321,PROD01785,6,242.29,1453.74,2022-05-13,Contraption,Tools,
CUST00166,Dave,Smith,AZ,2020-09-14,ORD01486,PROD01593,5,152.81,764.05,2021-12-30,Contraption,Electronics,
CUST00166,Dave,Smith,AZ,2020-09-14,ORD00490,PROD01186,6,256.13,1536.78,2022-01-14,Thingamajig,Electronics,
CUST00167,Bob,Jones,AZ,2018-08-18,ORD01085,PROD00464,7,47.62,333.34,2023-05-08,Widget,Tools,
CUST00168,Bob,Johnson,NY,2022-05-10,ORD02872,PROD01305,4,196.45,785.8,2019-04-29,Gadget,Tools,
CUST00171,,Jones,CA,2018-04-26,ORD01015,PROD01313,9,132.32,1190.88,2019-01-10,Thingamajig,Electronics,
CUST00171,,Jones,CA,2018-04-26,ORD00397,PROD00546,6,202.1,1212.6,2024-10-17,Thingamajig,Tools,
CUST00171,,Jones,CA,2018-04-26,ORD02347,PROD01728,8,427.51,3420.08,2019-12-04,Widget,Electronics,
CUST00172,Dave,Johnson,CA,2019-06-08,ORD00212,PROD00354,10,371.14,3711.4,1900-01-01,Widget,Home Appliance,
CUST00173,Dave,,NY,2023-10-07,ORD02639,PROD00315,9,438.93,3950.37,2024-01-03,Contraption,Tools,
CUST00173,Dave,,NY,2023-10-07,ORD02539,PROD00874,2,358.88,717.76,2021-05-10,Doohickey,Tools,
CUST00173,Dave,,NY,2023-10-07,ORD01093,PROD00846,6,400.06,2400.36,1900-01-01,Doohickey,Electronics,
CUST00174,Alice,,NY,2023-07-02,ORD02521,PROD00002,10,286.31,2863.1,1900-01-01,Unknown Product,Electronics,
CUST00174,Alice,,NY,2023-07-02,ORD00504,PROD00644,4,200.9,803.6,2020-07-06,Doohickey,Home Appliance,
CUST00175,Jane,Jones,IL,1900-01-01,ORD01265,PROD00205,3,257.14,771.42,2024-05-21,Unknown Product,Home Appliance,
CUST00176,Bob,Williams,TX,2020-06-15,ORD01629,PROD00350,6,283.39,1700.34,2023-05-19,Widget,Electronics,
CUST00176,Bob,Williams,TX,2020-06-15,ORD02796,PROD00890,7,29.36,205.52,2021-12-04,Doohickey,Electronics,
CUST00179,,,NY,2019-12-28,ORD00732,PROD01675,4,117.26,469.04,2021-09-05,Unknown Product,Tools,
CUST00179,,,NY,2019-12-28,ORD02908,PROD00324,3,154.57,463.71,2020-11-12,Unknown Product,Tools,
CUST00180,John,Williams,CA,1900-01-01,ORD00908,PROD00545,6,5.79,34.74,2023-03-11,Widget,Electronics,
CUST00180,John,Williams,CA,1900-01-01,ORD00982,PROD01335,1,103.71,103.71,2023-04-15,Thingamajig,Tools,
CUST00180,John,Williams,CA,1900-01-01,ORD02500,PROD01398,2,463.64,927.28,2021-09-12,Gadget,Electronics,
CUST00180,John,Williams,CA,1900-01-01,ORD02808,PROD01492,9,301.56,2714.04,2020-05-24,Thingamajig,Tools,
CUST00182,Alice,Smith,IL,2022-02-03,ORD00251,PROD00980,7,415.89,2911.23,2021-10-08,Unknown Product,Electronics,
CUST00182,Alice,Smith,IL,2022-02-03,ORD02256,PROD00544,7,184.33,1290.31,2023-02-28,Gadget,Tools,
CUST00182,Alice,Smith,IL,2022-02-03,ORD02999,PROD00281,8,19.34,154.72,2023-06-23,Doohickey,Home Appliance,
CUST00185,,Brown,TX,2019-08-10,ORD02827,PROD01160,9,365.69,3291.21,2022-03-09,Gadget,Electronics,
CUST00187,John,Brown,IL,2022-01-01,ORD01960,PROD00997,8,117,936,2022-10-27,Widget,Tools,
CUST00187,John,Brown,IL,2022-01-01,ORD00714,PROD01776,5,315.34,1576.7,2023-09-16,Gadget,Electronics,
CUST00188,Alice,Smith,CA,2019-12-20,ORD01338,PROD01767,9,242.79,2185.11,2020-10-12,Doohickey,Home Appliance,
CUST00189,Dave,,NY,2021-04-21,ORD01274,PROD00039,3,56.51,169.53,2023-09-13,Widget,Electronics,
CUST00190,Alice,Brown,AZ,2018-08-01,ORD00574,PROD01140,3,36.57,109.71,2020-03-28,Gadget,Tools,
CUST00191,John,Smith,AZ,2022-05-23,ORD02763,PROD01880,2,179.87,359.74,2023-04-21,Thingamajig,Tools,
CUST00192,Dave,Smith,CA,1900-01-01,ORD01926,PROD01762,6,257.55,1545.3,2022-06-21,Contraption,Electronics,
CUST00192,Dave,Smith,CA,1900-01-01,ORD01035,PROD00176,4,118.73,474.92,2021-07-02,Contraption,Tools,
CUST00195,Alice,Williams,TX,2018-11-15,ORD02549,PROD00100,2,392.39,784.78,2020-12-28,Doohickey,Electronics,
CUST00195,Alice,Williams,TX,2018-11-15,ORD01558,PROD01616,7,42.67,298.69,2019-07-18,Gadget,Home Appliance,
CUST00195,Alice,Williams,TX,2018-11-15,ORD01624,PROD01755,1,331.63,331.63,2019-12-06,Thingamajig,Electronics,
CUST00195,Alice,Williams,TX,2018-11-15,ORD00286,PROD01799,4,379.92,1519.68,2024-02-22,Doohickey,Electronics,
CUST00197,Bob,Smith,AZ,2018-12-30,ORD01158,PROD00737,7,64.2,449.4,2024-01-13,Unknown Product,Tools,
CUST00198,Alice,,CA,2021-10-07,ORD02325,PROD01909,1,147.68,147.68,2019-04-09,Unknown Product,Tools,
CUST00200,John,Jones,AZ,2018-10-05,ORD00984,PROD01868,5,79.44,397.2,2023-10-28,Gadget,Electronics,
CUST00200,John,Jones,AZ,2018-10-05,ORD01009,PROD00134,8,117.84,942.72,1900-01-01,Contraption,Tools,
CUST00200,John,Jones,AZ,2018-10-05,ORD00612,PROD01464,6,440.59,2643.54,2024-07-18,Widget,Tools,
