CustomerID,FirstName,LastName,Email,City,State,Signupdate
CUST01786,Carol, , ,Phoenix,AZ,2020-12-31
CUST01231,,Jones,user1231@example.com,Phoenix,TX,01/10/2022
CUST01697,Jane,Jones,user1697@example.com,Chicago,TX,17-10-2018
CUST01624,,Brown,invalid_email,Phoenix,CA,
CUST00471,,,user471@example.com,,NY,2022-05-12
CUST02195,Jane,Jones,user2195@example.com,Houston,AZ,11/06/2023
CUST01211,Alice,Jones,user1211@example.com,New York,TX,04/17/2022
CUST00221,Carol,Smith,user221@example.com,Los Angeles,IL,
CUST00605,Alice,Jones,,Los Angeles,NY,10-08-2022
CUST00296,,Brown,user296@example.com,New York,AZ,11-12-2019
CUST00318,Carol,,user318@example.com,New York,AZ,03-05-2023
CUST01491,,Johnson,,,NY,04/19/2019
CUST00407,Dave,,user407@example.com,Chicago,NY,28-10-2023
CUST00958,John,,user958@example.com,New York,CA,03-08-2020
CUST01608,Dave,Williams,invalid_email,,TX,20-06-2021
CUST01005,,Brown,user1005@example.com,Chicago,CA,2023-07-15
CUST01511,Jane,Williams,user1511@example.com,Houston,IL,2019-07-06
CUST02446,Dave,Brown,user2446@example.com,,CA,2022-06-01
CUST00422,Jane,Brown,user422@example.com,Houston,TX,02/25/2019
CUST01839,Dave,Williams,,Los Angeles,NY,05/10/2021
CUST01352,Bob,Williams, ,New York,AZ,05/18/2019
CUST01413,Jane,,user1413@example.com,New York,CA,2019-08-12
CUST00965,Jane,Williams,user965@example.com,,IL,05/13/2018
CUST01575,Jane,,user1575@example.com,Houston,IL,08/17/2022
CUST01907, ,Brown,user1907@example.com,Houston,AZ,05/30/2019
CUST00211,John,Smith,user211@example.com,Houston,NY,01/17/2019
CUST02215,John,Jones,user2215@example.com,Houston,AZ,06/06/2021
CUST00916,John,Brown,user916@example.com,Phoenix,NY,25-11-2020
CUST01833,Carol,Brown, ,New York,CA,2021-12-22
CUST01462,Dave, ,user1462@example.com,Phoenix,TX,11/18/2018
CUST02108,Bob,Williams,user2108@example.com,New York,AZ,06/22/2021
CUST01480,,Johnson,user1480@example.com, ,NY,18-01-2018
CUST01508,John, ,user1508@example.com,Los Angeles,NY,07/15/2022
CUST02244, ,Jones,user2244@example.com,Phoenix,NY,2021-11-11
CUST00354,,,, ,CA,07/01/2023
CUST00845,Dave,Brown, ,Houston,AZ,16-06-2018
CUST00246,Dave,,user246@example.com,Chicago,IL,2019-11-16
CUST00464,Jane, ,user464@example.com,Phoenix,NY,2018-08-20
CUST00857,John,Brown,user857@example.com,,CA,12/20/2022
CUST01001, ,Johnson,user1001@example.com,Los Angeles,IL,2019-04-27
CUST01457,John,Jones,user1457@example.com,Los Angeles,AZ,11/13/2023
CUST02291,Alice,,user2291@example.com,New York,NY,04/19/2019
CUST01730,Dave,Smith,user1730@example.com,Chicago,TX,2022-05-29
CUST02181,John,Jones,user2181@example.com,,CA,05/24/2019
CUST02491,Carol, ,user2491@example.com,Phoenix,IL,07/31/2018
CUST02187,John,Williams,user2187@example.com,Houston,IL,23-12-2022
CUST00931,Bob,Smith,user931@example.com,,CA,2018-03-30
CUST00746,,,user746@example.com,,AZ,05/16/2022
CUST01957,Jane,,,,NY,01-11-2020
CUST01627,,Johnson,user1627@example.com,Phoenix,AZ,08/01/2021
CUST00432,John,Smith,, ,TX,10-04-2021
CUST00840,Carol,,user840@example.com,,CA,04-05-2020
CUST01210,Dave,Smith,user1210@example.com,Los Angeles,CA,10/31/2018
CUST01089,Alice,Jones,user1089@example.com,Chicago,IL,2021-09-23
CUST00568,John,,user568@example.com,,IL,2021-04-06
CUST02120,, ,invalid_email,Chicago,NY,12/19/2019
CUST01717,John,Johnson,user1717@example.com,Chicago,NY,2022-11-27
CUST01920,Bob,Johnson,user1920@example.com,,CA,28-12-2023
CUST00233, ,Smith,user233@example.com,New York,AZ,2020-12-14
CUST02375,John,Brown,,Phoenix,AZ,09/05/2023
CUST00662,John,,,Houston,CA,11/26/2021
CUST01708,Jane,Brown,user1708@example.com,Phoenix,TX,03/29/2020
CUST00282,Carol,Jones,,Phoenix,CA,17-03-2023
CUST01658,Carol,,user1658@example.com,Phoenix,NY,2018-07-06
CUST00620,Carol,Brown,user620@example.com,,IL,27-06-2018
CUST02233,Dave,,user2233@example.com, ,NY,08/29/2019
CUST01615,,Williams,user1615@example.com,Chicago,AZ,11/25/2018
CUST00679,Carol,Johnson,user679@example.com,Los Angeles,TX,10/13/2020
CUST00789,Alice,Williams,,Phoenix,TX,2020-01-14
CUST00964,Dave,Williams,user964@example.com,,CA,2019-07-18
CUST01772,Jane,,user1772@example.com,Phoenix,CA,01/15/2022
CUST01475,Alice,Smith,user1475@example.com,Los Angeles,TX,20-10-2019
CUST01934,Bob,Smith,invalid_email,New York,CA,14-11-2018
CUST01689,Alice,Brown,user1689@example.com,New York,NY,03/11/2019
CUST00866,Carol,Williams,user866@example.com,New York,CA,08-03-2018
CUST00410,Alice,Brown,user410@example.com,Los Angeles,CA,2022-04-26
CUST01135,Bob,Johnson,user1135@example.com,Phoenix,NY,13-08-2019
CUST00944, ,,,,AZ,09/10/2021
CUST00809,John,Williams,user809@example.com,New York,NY,
CUST01270,John,,user1270@example.com,Los Angeles,IL,2022-03-21
CUST00093, ,Williams, ,,IL,19-08-2023
CUST01055,Alice,Williams,invalid_email,New York,IL,16-06-2021
CUST00581,John,Jones,user581@example.com,Los Angeles,NY,27-02-2019
CUST00940,Bob,Williams,user940@example.com,,CA,29-05-2022
CUST00582,Dave,,user582@example.com,,CA,25-01-2021
CUST01302,Bob,Brown,user1302@example.com,Chicago,NY,08/11/2018
CUST00134, ,,invalid_email,,NY,27-01-2023
CUST01670,,,user1670@example.com,,TX,16-12-2020
CUST02326,John,Smith,user2326@example.com,Chicago,TX,10-07-2020
CUST01710,Dave,,,Los Angeles,NY,2022-09-29
CUST02138,Jane,Johnson,user2138@example.com,Phoenix,AZ,05-12-2018
CUST02246,John, ,user2246@example.com,Los Angeles,CA,2021-06-15
CUST02004,Carol,Williams,invalid_email,,NY,2019-08-16
CUST00767,Dave,Brown,user767@example.com,Phoenix,AZ,05/16/2022
CUST01546,,Williams,user1546@example.com,Houston,TX,10/10/2023
CUST00324,Alice,Brown,invalid_email,Phoenix,CA,2019-01-01
CUST02129,Bob,Williams,user2129@example.com,Los Angeles,NY,08/28/2021
CUST01993,,Jones,,New York,AZ,04-10-2018
CUST02069,Bob,Williams,user2069@example.com,,CA,16-03-2020
CUST00178,Dave,Jones,user178@example.com,Houston,AZ,2020-04-05
CUST01612,Jane,Johnson,user1612@example.com,,IL,08/22/2020
CUST00239,Dave,Brown,user239@example.com, ,CA,29-04-2023
CUST01273,John,,user1273@example.com,Chicago,AZ,01-01-2019
CUST02496,,Johnson,user2496@example.com, ,NY,
CUST01116,Dave,Smith,user1116@example.com,Chicago,IL,24-07-2019
CUST01871,Bob,Smith,user1871@example.com,Phoenix,CA,03/03/2023
CUST01437,,Johnson,invalid_email,Chicago,IL,07/09/2019
CUST02319,Dave,Williams,,Los Angeles,TX,21-05-2018
CUST00929,John,,invalid_email,Houston,CA,2023-12-18
CUST01640,Alice,,user1640@example.com,New York,TX,2023-07-18
CUST00461,Bob,Jones,user461@example.com,,AZ,12/27/2023
CUST01017,Bob,Brown,user1017@example.com,,TX,
CUST01945,Dave,Brown,,,AZ,26-05-2021
CUST00210,Alice,Williams,user210@example.com,Los Angeles,TX,2022-03-18
CUST00411,Bob,Smith,user411@example.com,Phoenix,IL,2018-08-12
CUST01953,Jane,,user1953@example.com,Los Angeles,TX,2018-09-24
CUST02428,Bob, , ,Houston,TX,2019-01-19
CUST01749,Carol,Johnson,user1749@example.com,,AZ,2023-03-14
CUST01984,Jane,Williams,invalid_email,Phoenix,TX,17-08-2018
CUST00402,John,Johnson,user402@example.com,Phoenix,AZ,04/08/2019
CUST01499,Dave,Williams,user1499@example.com,New York,TX,2018-12-15
CUST02258,Bob,Brown,,Los Angeles,NY,2021-04-15
CUST00923,John,Williams,,New York,CA,16-01-2021
CUST01174,Alice,Jones,,,CA,09/24/2019
CUST01425,,,user1425@example.com,Houston,IL,
CUST01716,Carol,Jones,user1716@example.com,New York,IL,2023-11-20
CUST02090,John,Williams,user2090@example.com, ,NY,14-09-2021
CUST00755,Carol,Jones,user755@example.com,Chicago,NY,27-05-2023
CUST02106,Carol,,user2106@example.com,Chicago,CA,
CUST01091,John,Smith,invalid_email,Los Angeles,IL,23-03-2023
CUST01745,Dave,Brown,user1745@example.com,,TX,2020-02-21
CUST01938,Bob,,user1938@example.com,Los Angeles,NY,27-12-2019
CUST00836,Alice, ,,Houston,AZ,
CUST02495,Jane,Williams,user2495@example.com, ,IL,
CUST01858,,Smith,,Houston,AZ,2019-03-28
CUST02472,Bob,Johnson,user2472@example.com,Houston,NY,
CUST00321,John,,user321@example.com, ,TX,
CUST00908,Dave,Smith,invalid_email,Chicago,TX,2018-07-03
CUST00168,Bob,Johnson, ,Houston,NY,05/10/2022
CUST02009,Dave,Williams,user2009@example.com,,NY,30-03-2023
CUST01855,Carol,Johnson,user1855@example.com, ,IL,05/20/2020
CUST02112,Carol, ,,New York,AZ,08/08/2019
CUST02333,Jane,Johnson,user2333@example.com,New York,TX,10-03-2020
CUST02029,Jane,Jones,user2029@example.com,Phoenix,AZ,02-04-2022
CUST01718,Jane,Jones,user1718@example.com,Los Angeles,NY,05/11/2023
CUST02131,Dave, ,user2131@example.com,Phoenix,NY,2023-03-09
CUST00693,John,Brown,user693@example.com,New York,TX,01/30/2021
CUST00678,Carol,Williams, ,New York,IL,
CUST01330,Alice,,user1330@example.com,Los Angeles,NY,22-07-2019
CUST00807,,Jones,,,IL,2023-08-10
CUST01027,Dave,,user1027@example.com,,NY,07/20/2021
CUST01851,Bob, ,user1851@example.com,Chicago,AZ,29-06-2023
CUST02058,Bob,Brown,user2058@example.com,Chicago,NY,10/09/2021
CUST01798, ,Brown,user1798@example.com,,TX,2018-01-27
CUST00226,Jane,Smith,user226@example.com,New York,NY,2021-04-10
CUST02243,,Smith,user2243@example.com,Chicago,AZ,2018-12-31
CUST01412, ,Smith,user1412@example.com,Phoenix,CA,26-07-2019
CUST02352,John,Johnson,user2352@example.com,New York,AZ,01/03/2019
CUST00111,John,Brown,user111@example.com,New York,TX,10/30/2023
CUST00051, , ,user51@example.com,New York,AZ,09/07/2020
CUST01746,,,user1746@example.com,Houston,TX,2020-02-10
CUST00393,,Jones,user393@example.com,Houston,IL,02/13/2023
CUST00367,Bob, ,user367@example.com,New York,AZ,18-02-2019
CUST01709, ,Smith,user1709@example.com,Houston,AZ,05/09/2022
CUST02377,Carol,Johnson,user2377@example.com,Los Angeles,TX,2018-01-01
CUST01293,Dave,Smith,user1293@example.com,Phoenix,CA,03-08-2018
CUST00509,Jane,Smith,user509@example.com,,AZ,2019-01-29
CUST02224,,Williams,user2224@example.com,Los Angeles,TX,05/25/2019
CUST01036,Dave,,, ,IL,2020-05-19
CUST02313,Alice,Brown,user2313@example.com,Los Angeles,NY,02-06-2019
CUST02330,Jane,Williams,invalid_email,Houston,AZ,10/14/2021
CUST01956,Jane,Jones,user1956@example.com,Chicago,CA,05-04-2018
CUST00528,John,,invalid_email,,IL,19-05-2021
CUST00212,Carol,Smith,user212@example.com,Phoenix,NY,01-06-2023
CUST02032,Carol,Johnson,user2032@example.com, ,AZ,06-03-2022
CUST00617,John,Williams,,Houston,IL,18-06-2019
CUST02431,Bob,,user2431@example.com,New York,AZ,03-10-2022
CUST01777,Alice,Johnson,user1777@example.com,Chicago,IL,07/16/2023
CUST01763,Carol,Smith,user1763@example.com,Houston,CA,
CUST01547,Alice,Jones,user1547@example.com,Los Angeles,TX,08-04-2023
CUST00787,Jane,Williams,,,IL,2019-08-22
CUST00218,Jane,Jones,,Houston,NY,2020-08-30
CUST01614,Carol,Brown,user1614@example.com,Houston,NY,2022-07-23
CUST01226,John,Johnson,,Los Angeles,NY,
CUST01405,Alice,Williams,user1405@example.com, ,NY,10/18/2022
CUST02314,Carol, ,,New York,CA,2020-06-28
CUST00610,Bob,Jones,, ,NY,2019-06-26
CUST01242,Jane,Jones,user1242@example.com,Houston,TX,
CUST00937,Dave,,,Phoenix,NY,11/21/2020
CUST02311,Bob,Smith,,Los Angeles,TX,02/17/2020
CUST01616,John,,, ,IL,08/19/2022
CUST01098,Dave,Smith,user1098@example.com,Phoenix,NY,12/10/2021
CUST01146,Carol,Williams,user1146@example.com,Phoenix,AZ,03-06-2023
CUST01099,Bob,,user1099@example.com,New York,CA,12/01/2019
CUST00522,Alice, ,,Los Angeles,IL,07/15/2022
CUST01809,Bob,Brown,user1809@example.com,Phoenix,AZ,2018-10-13
CUST02077,John,Williams,user2077@example.com,Phoenix,IL,09/04/2019
CUST00414,,Brown,user414@example.com,Houston,NY,
CUST01846,Bob,Williams,user1846@example.com,New York,TX,06/17/2019
CUST01878, ,Jones,user1878@example.com,New York,IL,2018-12-15
CUST00387,,Smith,user387@example.com,Phoenix,AZ,2019-01-25
CUST00916,John,Brown,user916@example.com,Phoenix,NY,25-11-2020
CUST01110,Bob,Jones,user1110@example.com,Houston,IL,2023-06-17
CUST01034,Bob,Smith,invalid_email,Chicago,IL,29-04-2020
CUST01014,Bob,Johnson,user1014@example.com,Phoenix,CA,2020-01-01
CUST00259,John,,user259@example.com,Houston,NY,12-06-2023
CUST00096,Bob,,user96@example.com,Phoenix,CA,
CUST00251, ,,, ,CA,16-06-2022
CUST02091,,Williams,user2091@example.com,Los Angeles,AZ,05/21/2022
CUST00810,Dave,Brown,user810@example.com,,TX,23-09-2019
CUST00435,Bob, ,,Los Angeles,IL,2022-08-04
CUST01656,Alice,Williams,user1656@example.com,Houston,AZ,08/02/2018
CUST01544,Jane,Brown,user1544@example.com,,AZ,22-03-2018
CUST02379,Alice, ,user2379@example.com,New York,IL,2022-12-28
CUST02008,Jane,Johnson,user2008@example.com,Phoenix,AZ,03-05-2023
CUST01845,Bob,Williams,user1845@example.com,Los Angeles,AZ,
CUST00841,Dave,Jones,user841@example.com,Los Angeles,TX,11/24/2018
CUST02467,,Smith,user2467@example.com,Los Angeles,NY,23-07-2023
CUST00802,,Smith,user802@example.com,,CA,2021-08-22
CUST02147,Carol,Jones,user2147@example.com,,NY,2023-12-21
CUST01087,Jane,Smith,,,CA,12/19/2018
CUST01994,,Smith,user1994@example.com,Chicago,AZ,04-03-2020
CUST02142,Jane,,,Chicago,TX,2021-04-19
CUST01713,,Johnson,user1713@example.com,Houston,AZ,
CUST01882,Carol,Smith,user1882@example.com,Houston,AZ,2020-01-07
CUST02455,,Brown,user2455@example.com,Phoenix,IL,2023-06-20
CUST02023,Dave,Jones,, ,IL,2020-03-26
CUST02406,,,user2406@example.com,,AZ,06/29/2020
CUST02441,,,user2441@example.com,,IL,07/28/2018
CUST01190,Bob,,user1190@example.com, ,NY,02/07/2019
CUST01090, ,,user1090@example.com,Houston,TX,2023-12-26
CUST02468,John,Jones,user2468@example.com,Los Angeles,IL,08/23/2021
CUST01889,Dave, ,user1889@example.com,New York,AZ,04/14/2022
CUST00030,Alice,Brown,user30@example.com,Phoenix,IL,2023-05-11
CUST01467,Bob,Jones,user1467@example.com,Los Angeles,NY,08/31/2018
CUST01688,Alice,Smith,, ,IL,05/15/2019
CUST01422,Dave,Williams,user1422@example.com,New York,NY,06/22/2018
CUST01349,Alice,Brown,user1349@example.com,Phoenix,TX,25-08-2023
CUST01411,John,Brown,user1411@example.com,Los Angeles,NY,03-10-2022
CUST01594,Bob,Williams,user1594@example.com,Chicago,NY,07/07/2021
CUST01728,Carol,Smith,user1728@example.com,New York,TX,
CUST01073,Alice,Brown,,,CA,2021-07-03
CUST01037,Jane,Johnson,user1037@example.com,Chicago,NY,02/27/2021
CUST02402,Alice,Jones,user2402@example.com,New York,NY,09/28/2018
CUST02392,Dave,,user2392@example.com,Houston,AZ,09-10-2022
CUST01750,Jane,Brown,user1750@example.com,New York,AZ,2018-03-31
CUST02172,Bob,Jones,invalid_email,Houston,NY,12/04/2019
CUST00237,Bob,Jones,user237@example.com,Houston,TX,09/07/2018
CUST00879,,Williams,user879@example.com,Houston,NY,26-01-2019
CUST01382,Alice,Smith,user1382@example.com,New York,IL,07/22/2021
CUST00109, ,Brown,user109@example.com,Houston,AZ,2018-09-03
CUST00420,Dave,Williams,user420@example.com,Houston,CA,01/06/2023
CUST01897,Bob,,user1897@example.com,,AZ,2021-08-03
CUST02012,Dave,Johnson, ,,AZ,06/22/2018
CUST02075,Dave,,user2075@example.com,New York,TX,07/13/2022
CUST01611,Bob,Brown,user1611@example.com,,NY,05/29/2022
CUST00912,Bob,Williams,user912@example.com,,CA,2021-03-24
CUST00252,,Brown,invalid_email,New York,CA,05-02-2021
CUST00564,Carol,Brown,user564@example.com,Los Angeles,TX,08-05-2018
CUST01423,Carol,Smith,user1423@example.com,New York,IL,05/29/2021
CUST01229,Carol,Smith,, ,IL,24-04-2022
CUST02057,Carol,Smith,,Phoenix,AZ,06/18/2018
CUST02097,Bob,Smith,user2097@example.com,,IL,2023-06-25
CUST00700,Dave,Smith,user700@example.com,Phoenix,NY,2018-02-04
CUST00463,John,Jones,user463@example.com,Houston,AZ,04/14/2018
CUST01512,,Smith,user1512@example.com,Houston,IL,
CUST00812, ,Smith,user812@example.com,Houston,CA,21-07-2021
CUST02114,Alice,,user2114@example.com,New York,CA,08-10-2020
CUST01216,Alice,,user1216@example.com,Houston,CA,13-08-2019
CUST02356,Jane,Brown,user2356@example.com,Houston,NY,05/15/2019
CUST01537,Dave,Williams,user1537@example.com,Phoenix,CA,21-04-2018
CUST02386,Carol,Williams,user2386@example.com,Houston,CA,03-06-2020
CUST01391, ,Jones,invalid_email,Houston,AZ,12/16/2022
CUST02096,John,Brown,user2096@example.com,Los Angeles,NY,2019-12-29
CUST01834,Alice,Williams,user1834@example.com,Chicago,CA,
CUST02493,Dave,Williams,user2493@example.com,,CA,2022-09-09
CUST01432,,Smith,user1432@example.com,Chicago,CA,23-05-2023
CUST00457,Jane,Williams,user457@example.com,Los Angeles,CA,30-12-2019
CUST02497,,Brown,user2497@example.com, ,NY,05/18/2020
CUST02213,Jane,,user2213@example.com,,TX,14-05-2021
CUST00761,Jane, ,user761@example.com,Chicago,NY,05/09/2023
CUST01505,Bob,Brown,invalid_email,Chicago,CA,06-10-2022
CUST00196,Jane,,user196@example.com,Phoenix,CA,2021-08-01
CUST00782,Alice,Smith,user782@example.com,Los Angeles,TX,
CUST02133,Alice,Brown,user2133@example.com,Chicago,CA,03/07/2023
CUST00100,,Smith,invalid_email,,AZ,09/20/2020
CUST00527,Bob,Brown,user527@example.com,New York,CA,03/11/2019
CUST01263,Carol,Williams,user1263@example.com,Chicago,IL,2020-05-23
CUST02414,Dave,Johnson,user2414@example.com,Phoenix,AZ,07/08/2022
CUST00261,Jane,Johnson,,Los Angeles,AZ,13-08-2019
CUST00445,Carol,Jones,user445@example.com,Phoenix,TX,13-12-2019
CUST00485,Carol,Williams,user485@example.com,Phoenix,IL,2020-11-10
CUST02229,Dave,Johnson,user2229@example.com,Chicago,IL,03-10-2022
CUST02104,,Jones,user2104@example.com,Phoenix,IL,2019-03-30
CUST00179,,,user179@example.com,Los Angeles,NY,12/28/2019
CUST00322,,Williams,user322@example.com,,CA,25-11-2020
CUST00621,Bob,,user621@example.com,New York,TX,07/28/2020
CUST01867,,Smith,user1867@example.com,Los Angeles,NY,09/07/2022
CUST00460,John,Johnson,invalid_email,,CA,06-09-2022
CUST01985,Alice, ,user1985@example.com,Chicago,TX,
CUST01337,Dave,Jones,,Houston,TX,28-04-2020
CUST00790,John,Brown,user790@example.com, ,TX,10/21/2020
CUST00430,Bob,Williams,user430@example.com,Los Angeles,NY,
CUST01011,Alice,Smith,user1011@example.com,Chicago,CA,2019-08-19
CUST00680,Jane,,,,AZ,
CUST00291,,Brown,user291@example.com,Houston,NY,
CUST00141,Jane, ,user141@example.com,Houston,AZ,2018-11-04
CUST00772,John,Smith, ,New York,NY,2018-10-08
CUST02353,Jane,Jones, ,Los Angeles,NY,04/15/2022
CUST01196,,Williams,user1196@example.com,Los Angeles,CA,
CUST02413,Jane,Jones,user2413@example.com,Houston,NY,18-12-2023
CUST01692,John,Williams,user1692@example.com,Houston,TX,08-01-2021
CUST01311,Alice,Williams,,Phoenix,AZ,28-11-2019
CUST02221,Carol,Jones,invalid_email,Los Angeles,IL,08/31/2022
CUST01628,,Williams,user1628@example.com,Phoenix,IL,07/01/2019
CUST01561,Jane,Williams,user1561@example.com, ,AZ,11-11-2018
CUST02110,John,Johnson,user2110@example.com,Chicago,IL,25-06-2021
CUST00450,Alice,, ,Chicago,AZ,11/05/2021
CUST01694,John,,user1694@example.com,Phoenix,NY,01/30/2023
CUST01221, ,Brown, ,Houston,IL,2023-01-01
CUST00247,Carol,Brown,, ,NY,2019-06-01
CUST01080,Bob,Williams,,,NY,2019-02-24
CUST00479,Bob,,user479@example.com,New York,CA,15-03-2020
CUST02341, ,Brown,user2341@example.com,Houston,NY,22-02-2019
